Speed,LapDistPct,Lat,Lon,Brake,Throttle,RPM,SteeringWheelAngle,Gear,Clutch,ABSActive,DRSActive,LatAccel,LongAccel,VertAccel,Yaw,YawRate,PositionType
51.368248,0.026364027,36.585753030835164,-121.75714879683403,0,1,6240.695,0.024794236,5,1,false,false,2.0200026,1.7842991,10.355528,-0.023142649,0.0372,3
51.38676,0.026603725,36.58574609195087,-121.7571529312533,0,1,6241.287,0.022856914,5,1,false,false,1.7907639,1.7903719,10.280783,-0.022525419,0.034951515,3
51.404823,0.026843505,36.58573915306657,-121.75715706567257,0,1,6243.505,0.020726347,5,1,false,false,1.7590171,1.7669333,10.650108,-0.021947822,0.032883275,3
51.422813,0.027083337,36.58573221390726,-121.75716120009186,0,1,6246.699,0.018014543,5,1,false,false,1.677981,1.7688805,12.342799,-0.021390894,0.031333737,3
51.440865,0.027323231,36.58572527502296,-121.75716533451113,0,1,6248.784,0.015302736,5,1,false,false,1.5947261,1.7867872,10.804643,-0.020834716,0.029961722,3
51.459114,0.027563207,36.585718245934,-121.7571694689304,0,1,6249.838,0.011622078,5,1,false,false,1.3557591,1.8046824,8.93204,-0.020314017,0.026871528,3
51.478306,0.027803276,36.5857113070497,-121.75717349183903,0,1,6248.9253,0.009103891,5,1,false,false,1.1227491,1.8896391,7.988213,-0.019897388,0.021996278,3
51.497,0.028043402,36.585704367890386,-121.7571776262583,0,1,6242.5786,0.009685501,5,1,false,false,0.8531772,1.7189924,7.735228,-0.019655524,0.013764312,3
51.5113,0.028283624,36.58569742900609,-121.75718176067757,0,1,6247.987,0.011428457,5,1,false,false,0.85624593,1.3913633,7.6002145,-0.019584643,0.00860721,3
51.521614,0.0285239,36.58569039991712,-121.75718589509685,0,1,6279.542,0.012784549,5,1,false,false,1.0714374,1.1710564,8.041007,-0.019549193,0.010170545,3
51.530853,0.028764207,36.58568346103282,-121.75719002985713,0,1,6313.3135,0.01782092,5,1,false,false,0.7841573,1.3115693,7.5505447,-0.019426338,0.012838443,3
51.544586,0.029004565,36.58567643166884,-121.75719405242475,0,1,6332.2983,0.022082435,5,1,false,false,0.77947474,1.6180644,6.8296185,-0.01919272,0.018636722,3
51.568676,0.029245023,36.58566949278454,-121.75719818684402,0,1,6329.7236,0.022469679,5,1,false,false,0.9539331,2.136559,7.029434,-0.018846178,0.024688825,3
51.593678,0.02948561,36.58566246369558,-121.75720232126329,0,1,6300.749,0.022469675,5,1,false,false,0.8441911,2.131529,7.4378185,-0.018410446,0.029376324,3
51.61628,0.02972628,36.58565552481128,-121.75720645568256,0,1,6294.7964,0.022663666,5,1,false,false,0.6308434,1.8532735,7.845722,-0.017938647,0.030288419,3
51.634647,0.02996706,36.58564849572231,-121.75721047859119,0,1,6305.7554,0.019757865,5,1,false,false,0.6467015,1.6952829,7.9113164,-0.017459333,0.030861108,3
51.653,0.030207934,36.58564146663334,-121.75721461301048,0,1,6310.395,0.014721496,5,1,false,false,0.6912874,1.7478081,8.139785,-0.01696775,0.03133932,3
51.673317,0.03044888,36.58563452747403,-121.75721874742975,0,1,6308.7334,0.0096855,5,1,false,false,0.75305486,1.8828493,8.570238,-0.01646951,0.031049771,3
